title,year,metascore,runtime_min,director,stars,GENRE_Action,GENRE_Adventure,GENRE_Animation,GENRE_Biography,GENRE_Comedy,GENRE_Crime,GENRE_Documentary,GENRE_Drama,GENRE_Family,GENRE_Fantasy,GENRE_History,GENRE_Horror,GENRE_Music,GENRE_Musical,GENRE_Mystery,GENRE_News,GENRE_Romance,GENRE_Sci-Fi,GENRE_Sport,GENRE_Thriller,GENRE_War,GENRE_Western,MPAA_NC-17,MPAA_NR,MPAA_PG,MPAA_PG-13,MPAA_R,awarded_director,awarded_stars
Mr. Magorium's Wonder Emporium,2007,48.0,93.0,Zach Helm,"Dustin Hoffman, Ted Ludzik, Jason Bateman, Natalie Portman",0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Awake,2007,33.0,84.0,Joby Harold,"Lena Olin, Terrence Howard, Jessica Alba, Hayden Christensen",0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P2,2007,37.0,98.0,Franck Khalfoun,"Rachel Nichols, Philip Akin, Wes Bentley, Simon Reynolds",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
This Christmas,2007,63.0,117.0,Preston A. Whitmore II,"Regina King, Columbus Short, Idris Elba, Delroy Lindo",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Funny Games,2007,44.0,111.0,Michael Haneke,"Brady Corbet, Naomi Watts, Michael Pitt, Tim Roth",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Paranormal Activity,2007,68.0,86.0,Oren Peli,"Mark Fredrichs, Amber Armstrong, Katie Featherston, Micah Sloat",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Year of the Fish,2007,53.0,96.0,David Kaplan,"Randall Duk Kim, Tsai Chin, Ken Leung, An Nguyen",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Up the Yangtze,2007,84.0,93.0,Yung Chang,"Jerry Bo Yu Chen, Campbell Ping He, Cindy Shui Yu",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Everybody Wants to Be Italian,2007,26.0,105.0,Jason Todd Ipson,"John Kapelos, Cerina Vincent, Jay Jablonski, John Enos III",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Death Defying Acts,2007,48.0,97.0,Gillian Armstrong,"Saoirse Ronan, Guy Pearce, Catherine Zeta-Jones, Timothy Spall",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
The Babysitters,2007,35.0,88.0,David Ross,"Paul Borghese, Anthony Cirillo, Lauren Birkell, Chira Cassel",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Honeydripper,2007,68.0,124.0,John Sayles,"Yaya DaCosta, Danny Glover, LisaGay Hamilton, Charles S. Dutton",0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Diary of the Dead,2007,66.0,95.0,George A. Romero,"Shawn Roberts, Todd Schroeder, Michelle Morgan, Joshua Close",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
The Visitor,2007,79.0,104.0,Tom McCarthy,"Haaz Sleiman, Danai Gurira, Hiam Abbass, Richard Jenkins",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Then She Found Me,2007,56.0,100.0,Helen Hunt,"Matthew Broderick, Bette Midler, Colin Firth, Helen Hunt",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Into the Wild,2007,73.0,148.0,Sean Penn,"Emile Hirsch, Vince Vaughn, Catherine Keener, Marcia Gay Harden",0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Juno,2007,81.0,96.0,Jason Reitman,"Jason Bateman, Michael Cera, Ellen Page, Jennifer Garner",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Brick Lane,2007,61.0,102.0,Sarah Gavron,"Satish Kaushik, Tannishtha Chatterjee, Christopher Simpson, Naeema Begum",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Meat Loaf: In Search of Paradise,2007,58.0,88.0,Bruce David Klein,"John Miceli, Kasim Sulton, Meat Loaf, Mark Alexander",0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Lust, Caution",2007,61.0,157.0,Ang Lee,"Wei Tang, Leehom Wang, Joan Chen, Tony Chiu-Wai Leung",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
Dragon Wars: D-War,2007,33.0,90.0,Hyung-rae Shim,"Robert Forster, Craig Robinson, Jason Behr, Amanda Brooks",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Frontier(s),2007,44.0,108.0,Xavier Gens,"Samuel Le Bihan, Patrick Ligardes, Aurélien Wiik, Karina Testa",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Remember the Daze,2007,36.0,101.0,Jess Bond,"Melonie Diaz, Katrina Begin, Charles Chen, Sunny Doench",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Holding Trevor,2007,36.0,88.0,Rosser Goodman,"Melissa Searing, Christopher Wyllie, Jay Brannan, Brent Gorski",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Choose Connor,2007,46.0,109.0,Lucas Elliot Eberl,"Darin Cooper, Chris Marquette, James Runcorn, Alex D. Linz",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Slipstream,2007,47.0,96.0,Anthony Hopkins,"Anthony Hopkins, Stella Hopkins, Christian Slater, John Turturro",0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Persepolis,2007,90.0,96.0,Vincent Paronnaud,"Gena Rowlands, Chiara Mastroianni, Danielle Darrieux, Catherine Deneuve",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Chop Shop,2007,83.0,84.0,Ramin Bahrani,"Rob Sowulski, Isamar Gonzales, Alejandro Polanco, Carlos Zapata",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Paranoid Park,2007,83.0,85.0,Gus Van Sant,"Daniel Liu, Gabe Nevins, Taylor Momsen, Jake Miller",0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Air I Breathe,2007,37.0,95.0,Jieho Lee,"Sarah Michelle Gellar, Andy Garcia, Brendan Fraser, Kevin Bacon",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
In Search of a Midnight Kiss,2007,64.0,90.0,Alex Holdridge,"Kathleen Luong, Sara Simmonds, Brian McGuire, Scoot McNairy",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
The Education of Charlie Banks,2007,50.0,100.0,Fred Durst,"Eva Amurri Martino, Chris Marquette, Jason Ritter, Jesse Eisenberg",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Wind Chill,2007,52.0,91.0,Gregory Jacobs,"Ashton Holmes, Ned Bellamy, Martin Donovan, Emily Blunt",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Girls Rock!,2007,62.0,90.0,Arne Johnson,,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The King of Kong: A Fistful of Quarters,2007,83.0,79.0,Seth Gordon,"Mark Alpiger, Steve Wiebe, Adam Wood, Billy Mitchell",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Sunshine,2007,64.0,107.0,Danny Boyle,"Cliff Curtis, Rose Byrne, Cillian Murphy, Chris Evans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
The Trouble with Romance,2007,11.0,88.0,Gene Rhee,"Josie Davis, Jordan Belfi, John Churchill, Portia Dawson",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Tortilla Heaven,2007,22.0,98.0,Judy Hecht Dumontet,"Olivia Hussey, Miguel Sandoval, George Lopez, José Zúñiga",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Hannah Takes the Stairs,2007,63.0,83.0,Joe Swanberg,"Kent Osborne, Andrew Bujalski, Greta Gerwig, Ry Russo-Young",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Certifiably Jonathan,2007,35.0,85.0,James David Pasternak,"Robin Williams, Howie Mandel, Jonathan Winters, Nora Dunn",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Captivity,2007,24.0,96.0,Roland Joffé,"Michael Harney, Pruitt Taylor Vince, Elisha Cuthbert, Daniel Gillies",0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Reno 911! Miami,2007,47.0,84.0,Robert Ben Garant,"Lennie Loftin, Robert Ben Garant, Kerri Kenney, Thomas Lennon",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Daddy's Little Girls,2007,49.0,100.0,Tyler Perry,"Gabrielle Union, Louis Gossett Jr., Idris Elba, Tracee Ellis Ross",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
The Last Sin Eater,2007,37.0,117.0,Michael Landon Jr.,"Henry Thomas, Soren Fulton, Louise Fletcher, Liana Liberato",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Ex Drummer,2007,36.0,100.0,Koen Mortier,"Gunter Lamoot, Norman Baert, Sam Louwyck, Dries Vanhegen",0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Viva,2007,58.0,120.0,Anna Biller,"Anna Biller, Jared Sanford, Chad England, Bridget Brno",0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Smiley Face,2007,71.0,85.0,Gregg Araki,"Roscoe Lee Browne, John Krasinski, Anna Faris, Adam Brody",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Once,2007,88.0,86.0,John Carney,"Hugh Walsh, Gerard Hendrick, Markéta Irglová, Glen Hansard",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Teeth,2007,57.0,94.0,Mitchell Lichtenstein,"Jess Weixler, Hale Appleman, Josh Pais, John Hensley",0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Expired,2007,62.0,107.0,Cecilia Miniucchi,"Anthony John Crane, Ron King, Samantha Morton, Gina St. John",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Snow Angels,2007,67.0,107.0,David Gordon Green,"Michael Angarano, Jeannetta Arnette, Kate Beckinsale, Sam Rockwell",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
9 Star Hotel,2006,72.0,78.0,Ido Haar,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Happily N'Ever After,2006,28.0,87.0,Paul Bolger,"Sigourney Weaver, George Carlin, Sarah Michelle Gellar, Patrick Warburton",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Eye of the Dolphin,2006,54.0,102.0,Michael D. Sellers,"George Harris, Adrian Dunbar, Carly Schroeder, Christine Adams",0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Dead Girl,2006,65.0,85.0,Karen Moncrieff,"Piper Laurie, Toni Collette, Marcia Gay Harden, Brittany Murphy",0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Unknown,2006,44.0,85.0,Simon Brand,"Jim Caviezel, Bridget Moynahan, Greg Kinnear, Joe Pantoliano",0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Gray Matters,2006,31.0,96.0,Sue Kramer,"Tom Cavanagh, Molly Shannon, Bridget Moynahan, Heather Graham",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
The Ultimate Gift,2006,49.0,114.0,Michael O. Sajbel,"Bill Cobbs, Drew Fuller, Abigail Breslin, James Garner",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
El Cortez,2006,36.0,94.0,Stephen Purvis,"Bruce Weitz, Tracy Middendorf, Lou Diamond Phillips, Glenn Plummer",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
My Name Is Albert Ayler,2006,83.0,79.0,Kasper Collin,"John Coltrane, Edward Ayler, Albert Ayler, Donald Ayler",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Away from Her,2006,88.0,110.0,Sarah Polley,"Julie Christie, Gordon Pinsent, Michael Murphy, Stacey LaBerge",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Last Winter,2006,69.0,101.0,Larry Fessenden,"James Le Gros, Zach Gilford, Connie Britton, Ron Perlman",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Diggers,2006,66.0,96.0,Katherine Dieckmann,"Ron Eldard, Maura Tierney, Paul Rudd, Ken Marino",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Inland Empire,2006,73.0,180.0,David Lynch,"Karolina Gruszka, Krzysztof Majchrzak, Grace Zabriskie, Laura Dern",0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Queen,2006,91.0,103.0,Stephen Frears,"James Cromwell, Helen Mirren, Michael Sheen, Alex Jennings",0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Little Children,2006,75.0,137.0,Todd Field,"Kate Winslet, Patrick Wilson, Jackie Earle Haley, Jennifer Connelly",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Half Moon,2006,72.0,107.0,Bahman Ghobadi,"Farzin Sabooni, Ismail Ghaffari, Kambiz Arshi, Allah-Morad Rashtian",0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Material Girls,2006,17.0,98.0,Martha Coolidge,"Maria Conchita Alonso, Haylie Duff, Hilary Duff, Anjelica Huston",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
Nightmare Man,2006,46.0,89.0,Rolfe Kanefsky,"Tiffany Shepis, Blythe Metz, Luciano Szafir, Aaron Sherry",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Alex Rider: Operation Stormbreaker,2006,42.0,93.0,Geoffrey Sax,"Sophie Okonedo, Mickey Rourke, Sarah Bolger, Alex Pettyfer",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Shock to the System,2006,54.0,91.0,Ron Oliver,"Michael Woods, Daryl Shuttleworth, Chad Allen, Sebastian Spence",0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Eating Out 2: Sloppy Seconds,2006,39.0,79.0,Phillip J. Bartell,"Jim Verraros, Rebekah Kochan, Emily Brooke Hands, Brett Chukerman",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Behind the Mask: The Rise of Leslie Vernon,2006,66.0,92.0,Scott Glosserman,"Nathan Baesel, Angela Goethals, Zelda Rubinstein, Robert Englund",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
The Groomsmen,2006,57.0,98.0,Edward Burns,"Edward Burns, Heather Burns, Brittany Murphy, Matthew Lillard",0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Host,2006,85.0,120.0,Bong Joon Ho,"Hae-il Park, Hee-Bong Byun, Kang-ho Song, Doona Bae",1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Southland Tales,2006,44.0,145.0,Richard Kelly,"Sarah Michelle Gellar, Carlos Amezcua, Seann William Scott, Dwayne Johnson",0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Shortbus,2006,64.0,101.0,John Cameron Mitchell,"PJ DeBoy, Peter Stickles, Paul Dawson, Sook-Yin Lee",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Frankenstein's Bloody Nightmare,2006,38.0,77.0,John R. Hand,"Chester Delacruz, John R. Hand, Amy Olivastro, Chip Chism",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Keeping Up with the Steins,2006,57.0,90.0,Scott Marshall,"Jeremy Piven, Daryl Sabara, Jami Gertz, Garry Marshall",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Mini's First Time,2006,45.0,91.0,Nick Guthe,"Nikki Reed, Carrie-Anne Moss, Alec Baldwin, Jeff Goldblum",0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Revoloution,2006,27.0,80.0,Bret Carr,"Burt Young, Bret Carr, Kumar Pallana, Starla Benford",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Waist Deep,2006,37.0,97.0,Vondie Curtis-Hall,"Larenz Tate, Shawn Parr, Meagan Good, Tyrese Gibson",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Architect,2006,47.0,82.0,Matt Tauber,"Hayden Panettiere, Viola Davis, Anthony LaPaglia, Isabella Rossellini",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
I'm Reed Fish,2006,36.0,93.0,Zackary Adler,"Victor Rasuk, Alexis Bledel, Schuyler Fisk, Jay Baruchel",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Them,2006,60.0,77.0,David Moreau,"Maria Roman, Michaël Cohen, Olivia Bonamy, Adriana Mocca",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Hollywood Dreams,2006,52.0,100.0,Henry Jaglom,"Zack Norman, Justin Kirk, Tanna Frederick, David Proval",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Boy Culture,2006,56.0,88.0,Q. Allan Brocka,"Darryl Stephens, Patrick Bauchau, Derek Magyar, George Jonson",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Snow Blind,2006,46.0,105.0,Christopher J. Scott,"Tina Basich, Molly Aguirre, Kier Dillon, Tricia Byrnes",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Akeelah and the Bee,2006,72.0,112.0,Doug Atchison,"Keke Palmer, Laurence Fishburne, Angela Bassett, Curtis Armstrong",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Life of Reilly,2006,72.0,84.0,Frank L. Anderson,Charles Nelson Reilly,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Science of Sleep,2006,70.0,105.0,Michel Gondry,"Charlotte Gainsbourg, Gael García Bernal, Alain Chabat, Miou-Miou",0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
A Soap,2006,55.0,104.0,Pernille Fischer Christensen,"David Dencik, Trine Dyrholm, Elsebeth Steentoft, Frank Thiel",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Mad Cowgirl,2006,51.0,89.0,Gregory Hatanaka,"Sarah Lassez, Vic Chao, James Duval, Devon Odessa",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
The Foot Fist Way,2006,63.0,85.0,Jody Hill,"Spencer Moreno, Ben Best, Danny McBride, Mary Jane Bostic",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Cut Sleeve Boys,2006,45.0,86.0,Ray Yeung,"Gareth Rhys Davis, Chowee Leow, Neil Collie, Steven Lim",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
The Sasquatch Gang,2006,57.0,86.0,Tim Skousen,"Justin Long, Jeremy Sumpter, Addie Land, Joey Kern",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Steel City,2006,67.0,95.0,Brian Jun,"Marcus Atkins, Raymond J. Barry, Kristian Best, Jamie Anne Allman",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Wild Tigers I Have Known,2006,52.0,88.0,Cam Archer,"Patrick White, Max Paradise, Malcolm Stumpf, Fairuza Balk",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Cocaine Angel,2006,61.0,75.0,Michael Tully,"Adonis Boyd, Jamie Dawson, Richard Dawson, Brenda Benfield",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Alpha Dog,2006,53.0,122.0,Nick Cassavetes,"Justin Timberlake, Emile Hirsch, Anton Yelchin, Bruce Willis",0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
This Film Is Not Yet Rated,2006,75.0,98.0,Kirby Dick,"Atom Egoyan, Darren Aronofsky, Kirby Dick, Kimberly Peirce",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Sherrybaby,2006,66.0,96.0,Laurie Collyer,"Sam Bottoms, Maggie Gyllenhaal, Ryan Simpkins, Michelle Hurst",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
An Unreasonable Man,2006,75.0,122.0,Henriette Mantel,"Eric Alterman, Pat Buchanan, Howard Zinn, Ralph Nader",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Half Nelson,2006,85.0,106.0,Ryan Fleck,"Jeff Lima, Ryan Gosling, Shareeka Epps, Anthony Mackie",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Right at Your Door,2006,57.0,96.0,Chris Gorak,"Scotty Noyd Jr., Tony Perez, Mary McCormack, Rory Cochrane",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
The Illusionist,2006,68.0,110.0,Neil Burger,"Paul Giamatti, Jessica Biel, Edward Norton, Rufus Sewell",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Little Miss Sunshine,2006,80.0,101.0,Jonathan Dayton,"Toni Collette, Abigail Breslin, Steve Carell, Greg Kinnear",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Friends with Money,2006,68.0,88.0,Nicole Holofcener,"Jennifer Aniston, Catherine Keener, Joan Cusack, Frances McDormand",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
Day Watch,2006,59.0,132.0,Timur Bekmambetov,"Konstantin Khabenskiy, Mariya Poroshina, Galina Tyunina, Vladimir Menshov",1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Hoodwinked!,2005,45.0,80.0,Cory Edwards,"Jim Belushi, Glenn Close, Anne Hathaway, Patrick Warburton",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Angels with Angles,2005,26.0,87.0,Scott Edmund Lane,"Julie Carmen, Scott Edmund Lane, Frank Gorshin, David Proval",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Syriana,2005,76.0,128.0,Stephen Gaghan,"George Clooney, Kayvan Novak, Amanda Peet, Matt Damon",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Get Rich or Die Tryin',2005,45.0,117.0,Jim Sheridan,"Joy Bryant, Adewale Akinnuoye-Agbaje, Omar Benson Miller, 50 Cent",0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
